year,month,sbc_d11,sbc_rdp_d11,sbc_zlfn_d11,sbc_rdp_1_d11,sbc_rdp_2_d11,sbc_rdp_3_d11,sbc_rdp_4_d11,sbc_rdp_5_d11,sbc_rdp_6_d11,sbc_rdp_7_d11,sbc_rdp_8_d11,sbc_rdp_9_d11,sbc_rdp_10_d11,sbc_zlfn_1_d11,sbc_zlfn_2_d11,sbc_zlfn_3_d11,sbc_zlfn_4_d11,sbc_zlfn_5_d11,sbc_zlfn_6_d11,sbc_zlfn_7_d11,sbc_zlfn_8_d11,sbc_zlfn_9_d11,sbc_zlfn_10_d11,gini_d11,asegurado_d11,asegurado_rdp_d11,asegurado_zlfn_d11,esencial1_d11,esencial2_d11,esencial3_d11,esencial_rdp_1_d11,esencial_rdp_2_d11,esencial_rdp_3_d11,esencial_zlfn_1_d11,esencial_zlfn_2_d11,esencial_zlfn_3_d11,agro_d11,industria_d11,servicio_d11,patron1_d11,patron2_d11,patron3_d11,patron4_d11,patron5_d11,patron6_d11,patron7_d11,patron8_d11,gpoedad1_d11,gpoedad2_d11,gpoedad3_d11,gpoedad4_d11,gpoedad5_d11,mas_suspension_d11,menos_suspension_d11,mas_externa_d11,menos_externa_d11,mas_proximidad_d11,menos_proximidad_d11,mas_covid_d11,menos_covid_d11,hombre_d11,mujer_d11,teu_d11,tec_d11,tpu_d11,tpc_d11,asegent1_d11,asegent2_d11,asegent3_d11,asegent4_d11,asegent5_d11,asegent6_d11,asegent7_d11,asegent8_d11,asegent9_d11,asegent10_d11,asegent11_d11,asegent12_d11,asegent13_d11,asegent14_d11,asegent15_d11,asegent16_d11,asegent17_d11,asegent18_d11,asegent19_d11,asegent20_d11,asegent21_d11,asegent22_d11,asegent23_d11,asegent24_d11,asegent25_d11,asegent26_d11,asegent27_d11,asegent28_d11,asegent29_d11,asegent30_d11,asegent31_d11,asegent32_d11,asector1_d11,asector2_d11,asector3_d11,asector4_d11,asector5_d11,asector6_d11,asector7_d11,asector8_d11,asector9_d11,sbc_sec1_d11,sbc_sec2_d11,sbc_sec3_d11,sbc_sec4_d11,sbc_sec5_d11,sbc_sec6_d11,sbc_sec7_d11,sbc_sec8_d11,sbc_sec9_d11,inpc,sbc_rdp_d11_real,sbc_zlfn_d11_real
2004,3,181.99,183.00,174.69,46.46,58.18,65.47,78.03,106.72,122.32,157.56,210.13,303.39,682.04,55.71,66.29,73.83,95.49,108.91,115.88,150.26,184.52,272.96,622.70,0,12309725.00,10889624.00,1412855.75,4996024.50,5893363.50,1411887.38,4387363.00,5285807.00,1215737.25,607002.44,609050.50,196366.70,271531.91,4979788.00,7051047.50,227456.75,1005718.44,3040012.00,2859731.00,1320138.13,1222733.13,2607607.75,17766.54,2479726.25,4488610.00,3049948.75,1597745.38,688362.06,5145563.50,7157364.00,1065035.50,11239122.00,825794.81,11488896.00,6168347.50,6132165.50,8046110.50,4261885.00,1218741.75,40462.34,10992794.00,62671.02,179266.42,567407.13,86590.32,101015.12,486534.59,79860.34,140490.66,614931.75,2198168.25,164440.61,519949.81,124379.29,146534.14,1035684.31,1007060.69,247259.94,146376.64,78064.09,943227.44,140464.13,385697.38,261698.00,194928.94,235373.00,306422.88,372009.75,115903.24,489149.41,70315.19,529952.06,242311.25,103014.27,271531.91,67021.78,3787007.50,970747.06,153574.11,2448052.75,666790.94,2444754.00,1489417.25,98.16,203.71,179.98,126.84,368.96,155.07,239.42,184.01,234.69,56.29807094,409.5580465,390.9647017
2004,4,183.39,184.42,175.38,46.85,58.59,65.87,78.77,107.38,123.62,158.76,211.38,305.07,686.64,55.91,66.62,74.16,95.72,109.38,116.13,150.57,184.98,273.89,626.20,0,12322267.00,10908878.00,1420065.00,4999672.50,5909929.50,1415651.63,4390598.50,5295927.50,1218109.75,610212.88,612919.50,196960.36,272353.84,4990660.00,7066519.50,227615.11,1003159.13,3045888.50,2868566.00,1315608.00,1221579.75,2624367.00,17720.74,2473939.25,4497103.50,3055163.75,1604576.25,689901.31,5151666.50,7174381.00,1072885.63,11250126.00,825424.81,11497833.00,6179948.00,6145098.00,8049157.50,4272068.50,1222840.13,40206.71,10994161.00,62706.38,178714.70,570219.25,86652.77,100801.60,488163.25,80082.41,140720.73,616016.63,2197850.50,165246.20,520253.16,124847.66,147315.75,1036059.75,1004889.13,249138.72,145777.28,78253.96,942095.31,140074.52,386590.56,261835.53,195795.50,235342.48,308846.41,375067.06,115444.41,490945.41,70558.61,526574.25,242381.94,103063.05,272353.84,67124.02,3796214.25,970892.88,154024.08,2454597.00,667569.13,2453810.00,1490296.50,99.08,204.87,180.87,128.10,371.64,156.16,240.75,184.04,235.83,56.38303195,412.1098213,391.9054942
2004,5,184.64,185.76,176.05,47.22,58.96,66.25,79.92,107.70,124.40,159.24,212.27,306.61,695.49,56.32,66.89,74.43,96.96,109.53,116.64,151.46,185.55,273.98,628.92,0,12349983.00,10927662.00,1427534.63,5012877.00,5920935.00,1419426.88,4401441.50,5304457.50,1220759.88,612801.13,616741.00,198072.97,270929.50,5000513.50,7078670.50,227446.80,1001963.81,3048726.00,2873105.50,1324034.63,1222233.13,2635349.25,17799.76,2473137.75,4506826.00,3067715.00,1611772.13,692270.56,5167984.00,7184091.50,1077464.75,11273390.00,824529.63,11524169.00,6198855.00,6154271.00,8064885.50,4286824.00,1221006.88,39949.47,11026189.00,62916.62,178833.50,574135.50,86666.18,100496.81,488896.00,80797.16,140634.94,615732.25,2201688.00,165515.77,520690.41,125557.40,148807.14,1037735.31,1007329.81,248277.11,146078.19,76011.92,946604.13,140660.06,386022.13,262274.97,196081.25,236910.33,310326.53,377842.38,115076.82,493387.88,70791.45,521069.50,241968.77,103723.27,270929.50,66972.84,3806382.75,972132.38,153805.58,2455621.75,668619.06,2462401.50,1494018.00,100.79,208.11,181.68,128.55,376.11,157.21,244.10,187.39,237.52,56.24160294,416.1462294,394.401084
2004,6,185.48,186.67,176.47,47.54,59.32,66.59,80.55,108.20,125.02,159.90,213.30,308.10,697.81,56.61,67.34,75.08,96.97,109.77,117.04,152.06,185.89,274.18,631.69,0,12383059.00,10950112.00,1434929.25,5028190.00,5937856.00,1417098.13,4414182.50,5316478.00,1219627.50,615890.13,622096.38,197611.55,274956.31,5004531.50,7104106.00,227444.70,1000784.19,3051095.00,2875938.75,1330741.75,1220738.38,2660472.75,17571.43,2474986.25,4514664.00,3078484.00,1619439.38,694994.38,5183182.50,7200999.50,1084256.00,11299363.00,828194.13,11554574.00,6220541.00,6163043.00,8081615.00,4300900.00,1226991.50,43741.54,11045855.00,62935.08,178617.19,580058.38,87932.01,99863.70,488874.63,81004.88,141195.95,616486.06,2206121.00,166411.55,521141.44,126591.16,148170.55,1038061.94,1011024.13,249414.77,146244.44,77606.00,949107.69,141548.39,386629.22,262194.88,197403.19,235657.44,312097.13,381851.31,115807.00,494877.97,70971.51,526778.44,241666.91,104102.55,274956.31,67728.16,3813119.50,969141.69,154484.70,2461716.25,670616.00,2474421.00,1497879.00,100.62,211.29,182.35,129.74,379.72,157.71,244.13,188.58,238.79,56.33174451,417.5156152,394.7183852
2004,7,186.50,187.59,178.28,47.78,59.64,66.93,81.27,108.50,126.74,160.90,214.55,310.23,700.17,56.98,67.83,75.63,98.77,110.54,117.78,153.13,187.81,278.05,635.81,0,12406901.00,10971782.00,1436086.38,5028963.00,5964515.00,1410590.25,4418806.00,5338727.50,1214814.00,614049.31,625175.19,196108.89,300462.63,4997053.50,7116111.50,227677.58,999248.81,3046821.50,2890187.75,1332885.75,1237407.38,2653305.25,18483.49,2475984.50,4520247.00,3089783.00,1626395.13,697716.63,5181298.50,7224200.50,1084557.75,11323587.00,828353.25,11577872.00,6218575.00,6185798.50,8093372.00,4311687.00,1223896.13,62714.10,11053938.00,69133.76,179905.81,580741.00,88164.88,99496.37,488113.38,81558.70,141051.98,615019.63,2202886.50,166047.59,525807.81,126904.87,147647.38,1039963.56,1011344.69,250615.19,146205.08,78343.02,946094.75,141373.41,388045.31,263691.41,199043.73,237209.55,313508.72,385521.84,116248.04,495772.59,71370.44,528342.69,242560.94,103424.02,300462.63,69043.97,3808775.00,964348.00,154698.02,2467623.25,670323.63,2479993.25,1500097.50,97.75,209.81,183.66,130.55,379.23,159.32,244.91,190.11,240.20,56.47939018,418.4907381,397.7106791
2004,8,187.45,188.56,179.02,48.05,59.93,67.26,81.65,109.14,127.33,162.06,215.85,311.93,703.12,57.25,68.29,76.50,99.22,110.91,118.37,153.92,188.70,278.95,638.40,0,12440809.00,10996991.00,1444114.38,5052882.50,5970731.50,1411709.00,4436409.00,5343417.50,1214398.13,618716.13,627634.75,197526.86,301918.66,4999763.50,7139212.50,227852.48,998071.81,3051014.50,2902178.25,1343920.50,1247596.25,2649929.50,17959.89,2474019.00,4530582.50,3104016.00,1636470.50,700855.63,5201383.00,7237613.50,1085393.13,11354801.00,830184.81,11611947.00,6241920.50,6195237.50,8115453.00,4326184.00,1228336.50,63506.48,11075301.00,69178.28,180436.17,585402.94,88970.04,100662.27,489367.97,81371.16,141216.91,615977.44,2209257.25,166689.23,527013.81,126279.31,147387.80,1040628.06,1014671.06,250900.48,146006.45,78307.80,949524.88,142038.31,390800.28,265078.88,200160.69,238733.91,314727.09,389215.97,117603.95,499238.44,71929.23,528512.50,243102.95,103013.39,301918.66,69871.52,3812761.25,963562.38,154600.36,2469514.75,673925.13,2490619.50,1504571.13,98.98,208.79,184.50,131.36,381.79,160.38,245.50,191.12,241.28,56.82804118,418.0787386,396.906894
2004,9,188.24,189.38,179.85,48.34,60.21,67.57,82.20,109.60,127.41,162.55,216.59,313.11,706.18,57.64,69.02,77.09,100.57,111.37,118.70,154.54,188.94,279.85,641.28,0,12470527.00,11024358.00,1445664.50,5070182.00,5983056.00,1416861.00,4450323.50,5353369.00,1219210.63,618688.56,628652.69,197926.92,303714.69,5007903.00,7161366.00,228056.97,996103.13,3052128.25,2908690.75,1350013.63,1264468.00,2650601.25,17701.08,2472654.00,4536935.00,3115140.25,1644347.25,703885.81,5218236.50,7252303.50,1088395.25,11382075.00,833443.25,11635165.00,6259560.00,6211178.00,8134697.50,4337586.00,1241299.75,64485.61,11093284.00,69937.09,180967.47,587878.19,90079.27,101978.63,488817.56,81735.51,141181.31,616112.75,2212246.50,166249.89,528290.25,126937.48,146695.53,1040517.25,1017661.50,251574.42,145630.16,79219.59,953168.88,142611.28,391480.84,267075.38,202811.98,238764.42,315276.53,391283.22,117394.16,500326.75,72925.54,528850.88,244252.81,101821.42,303714.69,69701.56,3817153.00,966279.50,154895.27,2474054.75,675785.25,2503857.25,1508235.63,100.27,220.65,185.33,132.44,383.87,160.94,246.96,190.97,242.55,57.29791705,416.4509496,395.4843675
2004,10,189.20,190.28,180.77,48.60,60.52,67.93,82.70,110.04,128.34,163.41,217.86,314.59,709.16,57.94,69.33,77.74,101.58,111.34,119.61,155.03,190.19,281.38,643.78,0,12484388.00,11033201.00,1448912.50,5083007.50,5984179.00,1418523.13,4459368.50,5354746.00,1219348.25,620300.88,630383.00,198784.27,302977.22,5004839.50,7180946.50,227531.44,994883.56,3053258.25,2914624.25,1349170.50,1273038.25,2655059.50,18055.08,2462810.25,4540332.50,3126082.00,1650642.75,705990.75,5230767.50,7254091.00,1084304.88,11398892.00,835450.38,11648147.00,6271033.00,6214334.00,8141296.00,4343429.50,1241720.88,63958.46,11110812.00,70330.03,181473.39,589000.44,91004.82,101876.88,490185.84,81268.72,141663.09,613305.88,2212511.75,164939.55,527651.56,127220.16,146920.84,1039294.00,1020906.63,252457.25,145985.39,79461.66,954355.81,141410.34,391764.84,267729.88,206342.28,240211.06,314915.19,391729.50,118140.05,501195.59,73066.47,529152.69,244751.58,101726.88,302977.22,69524.48,3811414.75,968181.06,155600.72,2473967.00,676803.19,2511952.25,1515271.75,100.61,222.65,186.47,133.34,385.75,161.79,247.63,191.84,242.62,57.69474717,415.5502166,394.7745635
2004,11,189.76,190.89,181.25,48.83,60.86,68.26,83.42,110.51,128.86,163.95,218.37,315.33,710.96,58.23,69.59,77.75,102.48,111.82,120.17,155.97,190.36,281.89,644.95,0,12540337.00,11081425.00,1458116.63,5107010.00,6008654.00,1423574.88,4480636.50,5373657.50,1224187.25,624135.31,634139.38,199929.63,313294.06,5020274.50,7206506.00,227871.44,993425.50,3057696.50,2929224.00,1346814.75,1296150.50,2670348.00,17620.10,2470955.50,4553249.50,3141238.75,1661157.38,710234.00,5252572.00,7289346.00,1091143.88,11451942.00,837661.63,11706011.00,6297629.50,6243122.00,8178549.00,4360849.50,1247513.00,72285.49,11151196.00,71426.53,183543.88,592275.56,91378.29,101910.49,491274.47,82801.01,142274.05,619114.94,2219395.50,166379.75,527357.88,126945.66,148075.14,1040726.38,1023483.38,254251.05,146449.08,79056.32,957484.56,141654.30,391056.28,268345.41,209504.78,244671.00,316514.06,393446.41,118877.08,503848.09,73322.57,532640.38,246239.61,102092.44,313294.06,69584.55,3823750.00,971699.56,155686.92,2480837.75,678494.13,2529075.25,1518892.00,99.22,218.62,187.46,134.40,389.32,162.43,247.67,192.07,243.52,58.1868994,413.3451576,392.4777926
2004,12,190.53,191.66,181.93,49.06,61.21,68.66,84.11,110.97,129.51,164.48,218.90,316.51,713.45,58.56,69.92,78.13,103.16,112.22,121.08,156.06,191.09,283.22,646.85,0,12587090.00,11122916.00,1462850.50,5126329.00,6028904.50,1440109.13,4499836.00,5391449.50,1239116.88,625265.44,637427.94,200596.47,316809.63,5033040.50,7229718.50,227524.55,991704.63,3063452.00,2943324.25,1362861.38,1290715.50,2691666.50,17810.26,2477624.75,4566503.50,3152872.50,1670777.00,710922.13,5274166.50,7315389.50,1097177.50,11491332.00,839265.13,11746452.00,6322713.00,6267493.00,8210641.50,4375481.00,1263111.25,76584.66,11175273.00,70587.27,183914.53,592575.63,92927.62,101929.09,492881.63,82728.91,143701.77,622093.94,2224304.00,166983.16,528839.69,127988.08,147755.89,1046603.50,1026468.25,255854.63,146126.75,81114.65,960800.94,142151.69,392680.84,268589.00,212280.88,246321.36,318239.75,394004.00,119066.11,506002.47,73532.10,537456.00,246897.81,102794.36,316809.63,69940.62,3825352.25,985732.56,154584.67,2487871.75,680293.50,2542535.75,1521711.88,99.94,220.14,188.16,135.28,393.97,163.15,249.16,193.01,244.16,58.30708815,414.1634417,393.1392083
2005,1,191.26,192.38,182.41,50.00,61.25,68.70,85.20,111.31,130.02,165.49,220.23,316.00,714.25,58.68,70.04,78.96,103.79,112.30,121.46,156.50,191.35,283.28,648.95,0,12624765.00,11153810.00,1470353.88,5142559.50,6035237.00,1448801.25,4514337.50,5394210.50,1246165.63,627502.31,640160.81,202179.83,313545.63,5047423.00,7259778.00,227562.70,990705.13,3071979.00,2951001.75,1387727.38,1284950.25,2698941.75,17666.94,2473048.00,4582905.50,3163924.50,1681250.50,724433.06,5296017.50,7328113.50,1106054.50,11519040.00,841914.13,11782667.00,6346838.00,6277889.00,8231328.00,4395080.00,1266560.88,70862.27,11216221.00,70482.87,185048.97,593663.13,92812.52,101668.72,493881.19,83481.61,145107.72,626590.19,2229916.50,166914.03,530226.13,128329.93,147618.48,1050954.63,1028166.63,256983.89,146611.16,82289.48,964545.31,143037.08,394465.72,269085.19,215532.14,246254.03,317590.31,396685.63,119823.92,509095.47,73814.78,532649.06,248162.78,102866.81,313545.63,70856.81,3834081.75,987124.31,155049.36,2495122.75,681969.94,2557375.25,1525207.25,101.80,221.26,188.88,135.78,385.72,163.71,250.60,194.23,243.73,58.30916037,415.7054235,394.1641471
2005,2,191.98,193.07,183.18,50.21,61.57,69.05,85.75,111.76,130.62,166.27,221.25,317.65,718.55,59.16,70.35,79.44,104.44,112.66,122.38,156.82,192.11,284.36,651.98,0,12653683.00,11180914.00,1473838.75,5153727.50,6042256.00,1457949.25,4525765.50,5399965.00,1255366.75,628279.81,642216.88,203623.80,311523.84,5054857.00,7285332.50,227534.70,989348.94,3071352.25,2969490.50,1382172.63,1278047.50,2721125.00,17984.21,2475687.00,4588050.00,3175740.50,1688892.38,725570.63,5310071.50,7343947.50,1111497.50,11543309.00,842492.38,11811973.00,6363110.50,6293900.00,8245985.00,4408806.00,1276973.63,68190.89,11241727.00,70495.64,187518.19,595170.88,93034.12,101323.19,495789.75,83842.55,145299.94,628365.31,2236594.75,167260.58,531180.44,129103.31,147394.09,1053145.00,1031894.50,257322.53,147342.95,82024.51,968174.56,143809.45,394295.34,268414.41,217311.78,246884.97,318030.34,397313.25,121368.00,511216.09,73558.49,530492.44,248828.48,103243.23,311523.84,71404.27,3835137.25,995352.44,153979.28,2501680.25,684148.69,2569746.75,1527773.13,102.52,222.79,189.69,136.71,389.28,164.77,251.19,194.97,245.05,58.50343099,415.8008849,394.502813
2005,3,193.63,194.94,184.37,50.57,61.98,69.48,86.99,112.14,131.94,167.49,223.18,322.04,723.49,59.53,70.76,80.00,105.21,113.15,122.68,157.23,193.44,286.91,654.63,0,12638211.00,11155208.00,1476995.38,5156442.50,6033515.50,1442548.50,4527401.00,5390656.00,1238052.38,628762.44,643582.50,204417.88,307697.66,5034943.00,7290777.50,227551.00,987848.31,3058380.75,2955932.50,1380450.88,1285008.13,2719350.50,17795.96,2458858.50,4576478.50,3183494.75,1692861.88,726582.13,5311580.00,7320903.00,1111061.50,11522002.00,843463.50,11797805.00,6361154.00,6270661.00,8227266.00,4409944.00,1253790.13,64050.28,11253198.00,70718.93,186583.16,596438.31,93551.69,101736.56,493444.09,83732.83,145901.02,629084.19,2239485.25,167317.59,528106.13,129539.91,146826.78,1053275.25,1025526.88,256179.50,147193.08,81574.20,969574.69,144463.66,393896.53,267101.59,216368.86,246131.44,317288.75,396687.63,120104.95,511421.06,73457.21,530378.31,249122.13,103075.15,307697.66,70692.04,3831284.50,976491.13,155842.58,2495884.75,684765.44,2578679.50,1530050.88,104.19,225.46,191.06,137.54,398.16,166.07,251.54,195.66,248.81,58.76712098,417.9433393,395.2879957
2005,4,194.31,195.52,185.20,50.99,62.36,69.83,87.44,112.48,132.54,167.87,223.67,322.25,725.23,59.82,70.93,80.27,106.02,113.49,123.39,157.72,194.56,288.33,657.86,0,12696510.00,11220372.00,1480679.38,5173565.50,6053976.50,1471833.88,4545175.00,5409793.50,1264377.38,628741.38,644636.31,207187.27,310670.38,5065823.50,7325557.00,227761.69,987258.63,3066363.75,2982190.25,1390822.13,1295044.25,2729192.25,17948.35,2467402.75,4599612.50,3198022.25,1704504.38,731002.75,5336412.00,7362978.00,1112208.88,11583396.00,842980.75,11851406.00,6386660.00,6312488.50,8267631.00,4426067.00,1280048.75,67260.84,11278531.00,70738.47,186469.75,598130.44,94649.83,102580.84,494139.66,83816.40,146271.11,632303.88,2250333.50,167848.53,531002.06,127848.86,147160.47,1054958.13,1028406.50,257325.64,147413.84,81934.24,974960.44,146262.86,395083.78,269715.78,220043.59,247666.72,317962.47,399798.16,120640.77,514097.75,73735.34,533341.31,250316.56,103369.96,310670.38,71107.27,3838457.50,1000527.81,154240.86,2509955.25,686030.56,2593504.25,1534890.38,104.52,226.51,191.97,138.05,399.24,166.65,252.57,195.68,249.09,58.97641519,417.6996561,395.6524536
2005,5,195.18,196.35,186.30,51.36,62.74,70.36,88.73,112.82,133.49,168.96,224.52,323.62,727.47,60.15,71.48,80.77,106.26,113.90,124.59,158.29,195.78,290.86,661.36,0,12742794.00,11260347.00,1485240.75,5189006.50,6073009.00,1480278.38,4559534.00,5426144.00,1272933.25,630584.75,647459.25,207127.34,314004.72,5071159.50,7355492.50,227838.58,987272.50,3075442.50,2999116.00,1388862.75,1317374.38,2731382.00,17942.45,2467746.75,4609856.50,3214020.75,1714892.88,734880.69,5345136.50,7399888.00,1112680.25,11631612.00,847082.94,11897029.00,6399345.00,6344609.50,8302639.50,4439867.00,1286733.00,71341.64,11310278.00,71910.79,187641.81,600330.25,95426.41,103227.46,494479.94,84017.53,147495.39,634402.75,2257912.50,167726.86,533583.38,129749.84,146951.56,1059559.88,1023197.63,259362.48,148706.33,83134.77,976515.31,144740.30,398492.13,270512.25,221432.88,248565.88,320338.00,402338.72,122081.72,516913.59,73623.53,534186.81,250301.56,103592.65,314004.72,72042.29,3831854.00,1010619.94,155461.16,2520586.50,688757.06,2608134.75,1539149.63,105.82,233.90,192.99,138.84,400.61,167.42,254.70,196.44,250.34,58.82825146,420.540359,399.0204604
2005,6,196.18,197.39,186.95,51.75,63.15,70.84,89.65,113.37,134.20,169.60,225.48,325.29,730.34,60.45,71.77,81.20,106.81,114.32,124.93,158.90,196.41,291.72,663.58,0,12766563.00,11280293.00,1487410.63,5198312.50,6086417.00,1483452.50,4569245.50,5436482.00,1275598.13,630724.44,649677.81,208057.91,312725.41,5075492.00,7378535.00,227853.53,986160.63,3074378.00,3021421.00,1383163.50,1323885.75,2731321.75,17869.09,2468297.75,4614979.50,3224386.50,1722300.75,737733.50,5356655.00,7411305.00,1115814.13,11651142.00,852395.19,11913213.00,6414652.00,6354167.50,8313635.00,4454423.00,1288425.88,70026.84,11332282.00,71994.60,188361.17,601682.19,96655.28,103325.19,494423.34,84194.05,147752.47,637411.94,2262275.50,168781.73,537054.81,131021.81,147058.50,1060728.38,1024547.44,255247.06,149086.27,83372.91,978065.00,143853.22,396561.31,271234.25,222531.33,248772.08,321507.72,405920.47,122730.82,517824.88,73327.76,538689.56,250138.78,103436.53,312725.41,72751.55,3834381.25,1010872.38,156468.70,2527876.50,689628.00,2619864.75,1542549.63,106.87,236.52,194.04,140.38,402.39,167.83,255.83,197.41,251.47,58.77178347,423.1764746,400.792805
2005,7,197.05,198.28,187.69,52.13,63.54,71.27,90.76,113.66,135.46,170.32,226.07,326.70,734.04,60.80,72.35,81.76,107.14,114.56,125.56,159.21,196.76,292.77,666.70,0,12783542.00,11292829.00,1490442.75,5202676.00,6089457.00,1486996.38,4573764.50,5440954.50,1277957.63,631490.63,649253.44,208903.30,314883.53,5068122.50,7405813.50,228171.23,984671.50,3076845.25,3022706.50,1382217.50,1328433.00,2743389.00,18314.15,2461675.50,4620252.00,3236732.50,1729826.00,741023.06,5360649.50,7419978.00,1117417.38,11666116.00,852812.56,11928679.00,6419630.50,6360403.50,8315429.50,4466532.00,1289776.25,74263.50,11350102.00,71734.86,188012.34,603298.13,97372.14,103284.05,494535.81,83086.95,148592.75,636820.75,2271652.00,168831.36,535549.69,130152.37,147908.30,1061972.13,1024240.31,256074.94,149842.72,83099.27,980058.69,144408.42,396350.03,270921.41,221482.88,250049.25,322255.25,402145.09,122719.93,516619.94,73229.05,542709.81,248953.23,104040.23,314883.53,71510.76,3829246.50,1012640.69,156306.81,2532591.75,691398.56,2636555.00,1546219.25,106.99,237.46,194.84,142.00,405.91,168.85,255.38,198.85,252.03,59.00179988,423.4303401,400.8008831
2005,8,197.78,199.05,188.31,52.47,63.91,71.68,91.23,114.20,135.43,170.77,226.87,328.17,736.46,61.18,72.40,81.74,107.42,114.89,125.23,160.31,197.45,293.38,669.45,0,12845972.00,11349198.00,1497018.00,5246530.50,6091432.50,1504100.75,4614267.50,5441226.00,1292443.63,634578.25,650929.75,211510.14,316963.84,5085154.00,7444941.00,228081.39,983866.81,3086327.50,3037791.25,1381884.13,1333839.88,2772372.75,17850.19,2471547.25,4635013.00,3254051.75,1741737.63,744872.81,5406840.00,7438175.00,1123482.63,11722619.00,854273.06,11992195.00,6469132.50,6373833.50,8354438.00,4492409.00,1307473.25,75760.81,11387991.00,71791.24,188362.39,603508.69,97945.88,104242.34,496311.72,84151.35,149357.23,642437.31,2298268.75,168685.09,535770.13,130593.11,149126.52,1062453.38,1026871.31,257793.81,149991.03,83970.97,984499.19,144396.67,395870.78,273296.69,224377.36,251851.59,325775.50,403876.47,122902.88,522579.31,72311.19,542981.25,248628.00,104837.73,316963.84,70459.42,3834537.25,1024005.19,156903.23,2544487.25,694222.06,2653072.00,1552276.00,107.65,240.70,195.74,143.25,408.21,169.22,256.10,199.56,253.46,59.07225536,424.5622449,401.6567104
2005,9,198.82,200.04,189.93,52.82,64.31,72.18,92.03,114.62,135.96,171.69,228.39,330.27,738.53,61.60,72.84,82.14,108.25,115.73,126.66,161.42,199.96,296.24,674.52,0,12902277.00,11396158.00,1505601.25,5261980.50,6123482.00,1515462.75,4621757.50,5470211.00,1302454.88,638913.88,651924.38,213553.58,321389.94,5103011.00,7479798.50,228673.14,983406.00,3095863.25,3059341.50,1391459.00,1334118.25,2789860.25,18064.06,2477856.25,4647912.00,3271881.50,1752764.13,749035.94,5424525.50,7479273.50,1130597.13,11773304.00,857604.19,12046499.00,6490778.50,6411200.00,8387734.50,4515586.50,1322561.25,80087.42,11427778.00,71874.52,188724.77,603874.69,99165.25,104373.57,499371.50,84588.27,149665.61,648203.38,2307233.00,168693.14,536684.75,130649.64,149862.58,1067493.50,1028227.13,258594.53,150961.73,84549.38,988584.81,145149.94,394472.19,275006.53,227752.25,253000.63,329577.56,406626.66,124070.04,527771.00,71678.74,544827.81,248773.94,105155.82,321389.94,70526.04,3841439.00,1033153.94,158135.61,2557982.50,696696.56,2666789.75,1559238.75,107.25,242.14,196.77,143.42,412.30,170.32,257.24,199.99,255.18,59.30900649,424.9714934,403.4837274
2005,10,199.58,200.83,190.17,53.11,64.70,72.63,92.67,115.09,136.35,172.23,229.31,331.25,740.96,61.88,73.18,82.07,108.37,115.81,126.40,161.66,199.93,296.40,675.45,0,12955590.00,11439107.00,1516127.63,5279798.50,6145498.00,1534054.63,4631338.00,5490252.50,1317799.50,646308.19,654997.88,216127.55,317460.56,5124243.50,7520675.50,228542.16,982120.88,3102515.00,3071404.75,1403797.13,1343766.88,2805219.25,18134.08,2482450.25,4663079.50,3290128.75,1765158.38,753386.56,5445510.00,7510215.50,1139918.38,11814517.00,857962.94,12096772.00,6516217.00,6441169.50,8421737.00,4535902.50,1341011.63,77243.92,11470010.00,71051.68,187813.27,608438.31,100263.45,105172.35,498843.56,85455.05,150042.16,652960.19,2309379.50,169083.14,540214.31,130859.09,150408.95,1072990.75,1034336.38,260380.02,150768.55,85639.58,995501.88,146739.00,393335.81,275924.63,226114.16,254728.16,329820.56,412688.91,124528.86,530072.19,71806.42,546463.75,249521.23,105291.35,317460.56,70441.34,3850192.00,1045240.94,157011.59,2572820.75,699729.38,2683739.75,1562492.25,107.94,244.88,197.51,143.73,415.36,171.08,258.16,200.89,255.53,59.45457994,425.6006288,403.0087288
2005,11,200.69,201.92,191.21,53.39,65.08,73.10,93.39,115.54,137.19,173.26,230.41,333.32,744.83,62.22,73.94,84.31,108.85,116.30,129.10,162.29,201.24,298.25,677.91,0,13006089.00,11478937.00,1525241.50,5280994.50,6166661.50,1556333.38,4630132.50,5507886.00,1338592.25,649112.50,658746.75,217542.86,317704.41,5155652.00,7532525.50,228787.84,980961.38,3110315.50,3094232.75,1413353.25,1340553.50,2818302.75,18014.85,2489571.50,4671854.50,3304458.75,1776220.88,757296.25,5450207.00,7555045.00,1147988.13,11858017.00,852260.94,12153537.00,6527172.50,6477750.00,8452089.00,4552529.50,1354538.38,78758.95,11501674.00,70743.46,187790.17,612603.56,101824.08,105034.30,501008.56,85238.61,151706.28,656134.00,2309746.75,168812.97,542868.19,131776.50,149699.80,1079262.13,1039197.56,260566.59,149864.50,86545.68,1002005.94,147730.16,394536.59,277267.53,221498.58,256987.36,330409.97,414823.19,125568.34,533413.88,71958.20,548486.50,251218.05,105225.16,317704.41,70697.00,3861616.00,1066755.13,157194.59,2573294.25,702520.25,2691156.75,1565678.00,108.31,248.47,198.64,144.39,414.29,172.17,258.80,202.94,257.05,59.88249335,424.8450275,402.3274963
